clues,nombre,domicilio,codigoPostal,numeroLongitud,numeroLatitud,entidad,estado,institucion,jurisdiccion,localidad,municipio,tipologia
CSSSA012934,U. M. M. JUAN DIEGO X'OYEP,AV. INSURGENTES,29950,-92.503611,16.9575,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Juan Diego X'Oyep,CHENALHÓ,CARAVANA
CSSSA001614,YABTECLUM PUEBLO NUEVO,NO DISPONIBLE,29670,-92.5675,16.939444,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Yabteclum (Pueblo Viejo),CHENALHÓ,CENTRO DE SALUD
CSIMO001664,HUIXTÁN,DOMICILIO CONOCIDO,29470,-92.452778,16.71,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Huixtán,HUIXTÁN,UNIDAD MEDICA
CSIMO001676,ADOLFO LÓPEZ MATEOS,DOMICILIO CONOCIDO,29470,-92.415,16.751389,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Adolfo López Mateos,HUIXTÁN,UNIDAD MEDICA
CSIMO001681,CARMEN YALCHUCH,DOMICILIO CONOCIDO,29470,-92.3625,16.646389,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Carmen Yalchuch,HUIXTÁN,UNIDAD MEDICA
CSIMO001693,LA LIBERTAD,DOMICILIO CONOCIDO,29470,-92.349722,16.715833,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,La Libertad,HUIXTÁN,UNIDAD MEDICA
CSIMO001705,BAZOM,DOMICILIO CONOCIDO,29760,-92.486111,16.734722,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Bazom,HUIXTÁN,UNIDAD MEDICA
CSIMO001710,SAN GREGORIO,DOMICILIO CONOCIDO,29470,-92.376389,16.705556,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,San Gregorio,HUIXTÁN,UNIDAD MEDICA
CSIMO005823,MICRO IX,DOMICILIO CONOCIDO,29470,-92.611667,16.7875,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Huixtán,HUIXTÁN,REGIONALIZACION
CSSSA002483,LÁZARO CÁRDENAS CHILIL,NO DISPONIBLE,29470,-92.489167,16.676111,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Lázaro Cárdenas (Chilil),HUIXTÁN,CENTRO DE SALUD
CSSSA019300,CENTRO DE SALUD MICROREGIONAL SAN ANDRES PUERTO RICO,A UN COSTADO DE LA ESCUELA,29473,-92.402778,16.7,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,San Andrés Puerto Rico,HUIXTÁN,CENTRO DE SALUD
CSSSA002500,SAN PEDRO PEDERNAL,NO DISPONIBLE,29470,-92.322222,16.663056,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,San Pedro Pedernal,HUIXTÁN,CENTRO DE SALUD
CSSSA002512,SAN PEDRO LA TEJERÍA,NO DISPONIBLE,29470,-92.509722,16.728889,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,San Pedro la Tejería,HUIXTÁN,CENTRO DE SALUD
CSSSA002524,YALCUC,NO DISPONIBLE,29470,-92.419722,16.642778,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Yalcuc,HUIXTÁN,CENTRO DE SALUD
CSSSA019312,CENTRO DE SALUD MICROREGIONAL SANTA ROSA,CARRETERA A LA LOCALIDAD DE RÍO FLORIDO,99999,-92.315556,16.690556,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Santa Rosa,HUIXTÁN,CENTRO DE SALUD
CSSSA019015,CARAVANA TIPO 0 JOCOSIC,CASA EJIDAL,99999,-92.456389,16.763889,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Jocosic,HUIXTÁN,CARAVANA
CSSSA017953,CARAVANA TIPO 2 SAN JOSÉ,AVENIDA INSURGENTES,29200,-92.62,16.938056,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,San José,HUIXTÁN,CARAVANA
CSIMO002084,JOLNACHOJ,DOMICILIO CONOCIDO,29350,-92.776667,16.915278,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Jolnachoj,LARRÁINZAR,UNIDAD MEDICA
CSIMO002101,TALONHUITZ,DOMICILIO CONOCIDO,29350,-92.725556,16.905278,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Talonhuitz,LARRÁINZAR,UNIDAD MEDICA
CSSSA003125,BAYALEMHO DOS,NO DISPONIBLE,29860,-92.7656,16.9322,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Bayalemo Dos,LARRÁINZAR,CENTRO DE SALUD
CSSSA003130,STENLEJSOSTETIC,NO DISPONIBLE,29860,-92.826111,16.928333,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Stenlejsotztetic,LARRÁINZAR,CENTRO DE SALUD
CSSSA020205,CENTRO DE SALUD MICROREGIONAL MUCTAHUITZ,SOBRE EL CERRO AL FINAL DE LA LOCALIDAD RUMBO A LA LOCALIDAD DE CORRALITO,29863,-92.756111,16.868889,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Muctahuitz,LARRÁINZAR,CENTRO DE SALUD
CSSSA003113,SAN ANDRÉS LARRAINZAR,NO DISPONIBLE,29860,-92.7139,16.8846,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Larráinzar,LARRÁINZAR,CENTRO DE SALUD
CSSSA017726,H. B. C. DE LARRAINZAR,"Ignacio Allende no. 13, Centro, Ejido del Centro Puerto Caté - San Cristobal de las Casas",29240,-92.715325,16.878894,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Larráinzar,LARRÁINZAR,HOSPITAL
CSSSA018390,CARAVANA TIPO 1 MEONHO,FRENTE A LA CASA EJIDAL,99999,-92.7686,16.8956,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Mehono,LARRÁINZAR,CARAVANA
CSSSA018385,CARAVANA TIPO 0 POCOLTÓN,CASA EJIDAL,99999,-92.700278,16.880278,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Pocoltón,LARRÁINZAR,CARAVANA
CSSSA008923,TZUBET,NO DISPONIBLE,99999,-92.717222,16.896111,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Tzutzbén,LARRÁINZAR,CASA DE SALUD
CSIMO002591,CHIMHUCUM,DOMICILIO CONOCIDO,29490,-92.531389,16.89,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Chimhucum,MITONTIC,UNIDAD MEDICA
CSIMO002603,OXINAM,DOMICILIO CONOCIDO,29490,-92.549167,16.863056,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Oxinam,MITONTIC,UNIDAD MEDICA
CSIMO002615,SUYALHÓ,DOMICILIO CONOCIDO,29490,-92.576389,16.88,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Suyalhó,MITONTIC,UNIDAD MEDICA
CSSSA003702,MITONTIC,NO DISPONIBLE,29490,-92.63,16.869444,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Mitontic,MITONTIC,CENTRO DE SALUD
CSSSA003714,CHALAM,NO DISPONIBLE,29495,-92.549167,16.888333,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Chalam,MITONTIC,CENTRO DE SALUD
CSIMO003216,EL CORRALITO,DOMICILIO CONOCIDO,29460,-92.251111,16.823056,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,El Corralito,OXCHUC,UNIDAD MEDICA
CSIMO003221,JOVILTÓN,DOMICILIO CONOCIDO,29450,-92.316111,16.829722,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Joviltón,OXCHUC,UNIDAD MEDICA
CSIMO003233,TUXAQUILJÁ,DOMICILIO CONOCIDO,29450,-92.268056,16.752778,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Tuxaquiljá,OXCHUC,UNIDAD MEDICA
CSIMO003245,EL TZAY,DOMICILIO CONOCIDO,29450,-92.312222,16.863611,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,El Tzay,OXCHUC,UNIDAD MEDICA
CSIMO003250,TZUNÚN,DOMICILIO CONOCIDO,29450,-92.373611,16.841111,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Tzunún,OXCHUC,UNIDAD MEDICA
CSIMO003262,YOSHIB,DOMICILIO CONOCIDO,29450,-92.446111,16.845278,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Yoshib,OXCHUC,UNIDAD MEDICA
CSIMO003274,CRUZILJA (MEDIA LUNA),DOMICILIO CONOCIDO,29450,-92.307222,16.815833,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Cruzilja (Media Luna),OXCHUC,UNIDAD MEDICA
CSIMO005876,MICRO XVI,DOMICILIO CONOCIDO,29450,-92.2784,16.7961,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Cruzilja (Media Luna),OXCHUC,REGIONALIZACION
CSSSA008713,CHAONIL,NO DISPONIBLE,99999,-92.2764,16.8017,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Chaonil,OXCHUC,CENTRO DE SALUD
CSSSA019365,CENTRO DE SALUD MICROREGIONAL CHULNA,A UN COSTADO DE LA ESCUELA PRIMARIA,99999,-92.1798,16.7851,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Chulna,OXCHUC,CENTRO DE SALUD
CSSSA008725,LELENCHIG,NO DISPONIBLE,99999,-92.411667,16.84,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Lelenchij,OXCHUC,CENTRO DE SALUD
CSSSA004530,MESBILJA,A 100 METROS DE LA ESCUELA PRIMARIA,29460,-92.246389,16.800278,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Mesbilja,OXCHUC,CENTRO DE SALUD
CSSSA004542,EL NIZ,A UN COSTADO DE LA TELESECUNDARIA,29450,-92.213333,16.7075,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,El Niz,OXCHUC,CENTRO DE SALUD
CSSSA019196,CENTRO DE SALUD MICROREGIONAL PASHTONTICJA,A UN COSTADO DE LA ESCUELA PRIMARIA,29460,-92.281389,16.771667,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Pashtonticja,OXCHUC,CENTRO DE SALUD
CSSSA019452,CENTRO DE SALUD MICROREGIONAL TOLBILJA,FRENTE A LA ESCUELA PRIMARIA,29454,-92.286667,16.844444,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Tolbilja,OXCHUC,CENTRO DE SALUD
CSSSA004566,TZONTEALJA,A UN COSTADO DE LA ESCUELA,29450,-92.3177,16.8908,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Tzontealja,OXCHUC,CENTRO DE SALUD
CSSSA019370,CENTRO DE SALUD MICROREGIONAL TZOPILJA,CARRETERA A NAVIL-TABJA,99999,-92.309167,16.739722,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Tzopilja,OXCHUC,CENTRO DE SALUD
CSSSA004583,GUADALUPE BACJA,A UN COSTADO DE LA ESCUELA,29450,-92.253056,16.7125,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Guadalupe Xoixmal,OXCHUC,CENTRO DE SALUD
CSSSA019942,CENTRO DE SALUD MICROREGIONAL  EL RETIRO,A UN LADO DE LA CASA COMUNAL,99999,-92.362222,16.796389,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,El Retiro,OXCHUC,CENTRO DE SALUD
CSSSA012952,U. M. M. CRUZTÓN,AV. INSURGENTES,29250,-92.3375,16.843611,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Cruztón,OXCHUC,CARAVANA
CSSSA012225,CARAVANA TIPO 0 CONOILJA,AV. INSURGENTES,29200,-92.134167,16.711944,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Conoilja,OXCHUC,CARAVANA
CSSSA012943,U. M. M. PACVILNA,AV. INSURGENTES,29250,-92.377778,16.818056,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Pacvilna,OXCHUC,CARAVANA
CSSSA008952,TZAJALCHÉM,NO DISPONIBLE,99999,-92.2719,16.8411,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Tzajalchén,OXCHUC,CASA DE SALUD
CSSSA004496,OXCHUC,CARRETERA SAN CRISTOBAL-PALENQUE KM. 52,29450,-92.343769,16.786591,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Oxchuc,OXCHUC,CENTRO DE SALUD
CSSSA019476,H. B. C. DE OXCHUC,"3a Sur Poniente esq. 2a Poniente,  Barrio Media Luna",29450,-92.34533,16.781821,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Oxchuc,OXCHUC,HOSPITAL
CSSMP001382,FARMACIAS SIMILARES,SIN DOMICILIO,29450,,,CHIAPAS,EN OPERACIÓN,SMP,SAN CRISTÓBAL DE LAS CASAS,Oxchuc,OXCHUC,NO ESPECIFICADO
CSIMO003390,PANTELHÓ,DOMICILIO CONOCIDO,29880,-92.4712,17.0058,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Pantelhó,PANTELHÓ,UNIDAD MEDICA
CSIMO003402,AURORA ESQUIPULAS,DOMICILIO CONOCIDO,29880,-92.476111,17.1175,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Aurora Esquipulas,PANTELHÓ,UNIDAD MEDICA
CSIMO003414,SAN JOSÉ BOCHTIC,DOMICILIO CONOCIDO,29880,-92.450278,17.049444,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,San José Bochtic,PANTELHÓ,UNIDAD MEDICA
CSIMO003426,EL ROBLAR,DOMICILIO CONOCIDO,29884,-92.4214,17.0808,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,El Roblar,PANTELHÓ,UNIDAD MEDICA
CSIMO003431,AQUILES SERDÁN (SANTA LUCÍA),DOMICILIO CONOCIDO,29887,-92.493333,17.098611,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Aquiles Serdán (Santa Lucía),PANTELHÓ,UNIDAD MEDICA
CSSSA004846,PANTELHÓ,ENTRADA AL MUNICIPIO,29880,-92.469129,17.005958,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Pantelhó,PANTELHÓ,CENTRO DE SALUD
CSSSA018921,LAS LIMAS,A UN COSTADO DE LA CARRETERA A 500 METROS DEL RÍO GRANDE,29880,-92.4867,17.1106,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Las Limas,PANTELHÓ,CENTRO DE SALUD
CSSSA018291,CARAVANA TIPO 0 LOS MANGOS,CASA EJIDAL,99999,-92.4403,17.0225,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Los Mangos,PANTELHÓ,CARAVANA
CSSSA019003,CARAVANA TIPO 0 LA PROVIDENCIA,CASA EJIDAL,99999,-92.3541,16.4981,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,La Providencia,PANTELHÓ,CARAVANA
CSSSA018146,CARAVANA TIPO 0 SAN CARLOS CORRALITO,FRENTE A LA CASA EJIDAL,99999,-92.423333,17.082778,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,San Carlos Corralito,PANTELHÓ,CARAVANA
CSSSA012721,CARAVANA TIPO 0 LA VICTORIA,AV. INSURGENTES,29200,-92.465,17.032222,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,La Victoria,PANTELHÓ,CARAVANA
CSSSA018151,CARAVANA TIPO 0 SAN JOSÉ BUENAVISTA TERCERO,FRENTE A LA CASA EJIDAL,99999,-92.5022,17.0547,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,San José Buenavista Tercero,PANTELHÓ,CARAVANA
CSSSA004904,EL CAMPO,AL LADO DE LA ESCUELA PRIMARIA,29880,-92.403889,17.078333,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,El Campo,PANTELHÓ,CASA DE SALUD
CSSSA019440,CENTRO DE SALUD MICROREGIONAL SAN JOAQUIN,A UN COSTADO DE LA ESCUELA PRIMARIA,29881,-92.440278,17.0225,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,San Joaquín,PANTELHÓ,CENTRO DE SALUD
CSSSA005546,CHIPILINAR,NO DISPONIBLE,30350,-92.419444,16.328056,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,El Chipilinar,LAS ROSAS,CENTRO DE SALUD
CSSSA005510,LAS ROSAS,NO DISPONIBLE,30350,-92.3689,16.3608,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Las Rosas,LAS ROSAS,CENTRO DE SALUD
CSSSA012961,U. M. M. SAN MATEO,AV. INSURGENTES,29250,-92.290556,16.393889,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,San Mateo,LAS ROSAS,CARAVANA
CSSSA005522,IXTAPILLA,NO DISPONIBLE,30350,-92.430556,16.362222,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Ixtapilla,LAS ROSAS,CASA DE SALUD
CSSSA005551,SAN ANTONIO EL PARAJE,NO DISPONIBLE,30350,-92.398611,16.300278,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,San Antonio el Paraje,LAS ROSAS,CASA DE SALUD
CSCRO000020,CRUZ ROJA MEXICANA DELEGACIÓN LOCAL EN SAN CRISTÓBAL,"Av. Ignacio Allende no. 57, col. Altejar",29278,-92.640921,16.72704,CHIAPAS,EN OPERACIÓN,CRUZ ROJA,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,NO ESPECIFICADO
CSIMO003846,SAN JOSÉ YASHITINÍN,DOMICILIO CONOCIDO,29310,-92.445,16.654722,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,Yashitinín,SAN CRISTÓBAL DE LAS CASAS,UNIDAD MEDICA
CSIMO003851,LA CANDELARIA,DOMICILIO CONOCIDO,29481,-92.52,16.743611,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,La Candelaria,SAN CRISTÓBAL DE LAS CASAS,UNIDAD MEDICA
CSIMO003863,H. R. S. (OPORTUNIDADES) SAN FELIPE ECATEPEC,"Carretera Panamericana km.1169 s/n, Barrio San Felipe Ecatepec",29264,-92.654555,16.732164,CHIAPAS,EN OPERACIÓN,IMSS-PROSPERA,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,HOSPITAL RURAL
CSIMS000181,UMF 17 S.CRISTOBAL,DIAGONAL CENTENARIO,29240,-92.6442,16.7307,CHIAPAS,EN OPERACIÓN,IMSS,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,UNIDAD MEDICA
CSIST000193,ISSSTE CLINICA SAN CRISTOBAL,"Calle José Maria Morelos no. 57, ciudad Real Infonavit",29288,-92.646503,16.725304,CHIAPAS,EN OPERACIÓN,ISSSTE,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,HOSPITAL
CSSME000083,CLÍNICA HOSPITAL SAN CRISTOBAL,"Calle Diego de Mazariegos no. 81, Barrio de la Merced",29240,-92.644458,16.736192,CHIAPAS,EN OPERACIÓN,ESTATAL,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,NO ESPECIFICADO
CSSMP000012,CLÍNICA MARIA GABRIELA,"María Adelina Flores #49-A , Col. Barrio de Guadalupe",29230,-92.63183,16.73839,CHIAPAS,EN OPERACIÓN,PRIVADA,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,NO ESPECIFICADO
CSSMP000024,HOSPITAL COLONIAL,"Primero de marzo #25 , Col. Centro",29200,-92.639433,16.738664,CHIAPAS,EN OPERACIÓN,PRIVADA,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,NO ESPECIFICADO
CSSMP000036,"SANATORIO ""ORNELAS""","1o de Marzo # 63, Barrio de la Merced",29240,-92.64204,16.738518,CHIAPAS,EN OPERACIÓN,PRIVADA,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,NO ESPECIFICADO
CSSMP000041,HOSPITAL DE LA CARIDAD,"Calle Francisco I. Madero # 61, Col. Barrio de Guadalupe",29230,-92.632452,16.736931,CHIAPAS,EN OPERACIÓN,PRIVADA,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,NO ESPECIFICADO
CSSMP000053,SANATORIO DR. BONILLA,"Av. Benito Juárez # 60, Barrio de Santa Lucia",29250,-92.638419,16.736718,CHIAPAS,EN OPERACIÓN,PRIVADA,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,NO ESPECIFICADO
CSSMP000065,"SERVICIO MÉDICO ""DR. RIOS""","Calle Pinoila 10 B,Zona Centro",29264,-92.654208,16.728133,CHIAPAS,EN OPERACIÓN,PRIVADA,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,NO ESPECIFICADO
CSSMP000070,CASA DE PARTOS,"Felipe Flores # 83, Ampliacion Maravilla",29230,-92.66114,16.753745,CHIAPAS,EN OPERACIÓN,PRIVADA,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,NO ESPECIFICADO
CSSSA005814,MITZITÓN,CENTRO DE LA COMUNIDAD,29200,-92.5463,16.6469,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Mitzitón,SAN CRISTÓBAL DE LAS CASAS,CENTRO DE SALUD
CSSSA017341,ALMACÉN JURISDICCIONAL (SAN CRISTÓBAL DE LAS CASAS),NO DISPONIBLE,29290,-92.6428,16.7123,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,ALMACEN
CSSSA018764,HOSPITAL DE LAS CULTURAS SAN CRISTOBAL DE LAS CASAS,"Calle del Cementerio s/n esq. Rio Grijalva, Barrio de Fatima",29260,-92.651767,16.723943,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,HOPITAL GENERAL
CSSSA005773,HOSPITAL DE LA MUJER SAN CRISTÓBAL DE LAS CASAS,"AV. Insurgentes # 24, Barrio de Santa Lucia, entr Dr. Ramon Corona y Julio M. Corzo",29200,-92.637003,16.733055,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,HOPITAL GENERAL
CSSSA017230,OFICINA JURISDICCIONAL (SAN CRISTÓBAL DE LAS CASAS),NO DISPONIBLE,29250,-92.6388,16.7319,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,OFICINAS
CSSSA020024,AGUA DE PAJARITO,FRENTE A LA ESCUELA,99999,-92.566944,16.736111,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Agua de Pajarito,SAN CRISTÓBAL DE LAS CASAS,CARAVANA
CSSSA005785,SAN CRISTÓBAL DE LAS CASAS CHIAPAS,NO DISPONIBLE,29270,-92.63816,16.723354,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,CENTRO DE SALUD
CSSSA019090,CLÍNICA DE LA MUJER SAN CRISTÓBAL DE LAS CASAS,A ESPALDA DE ELÉCTRICA DÂ´ARCIA,29200,-92.647428,16.73463,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,CLINICA DE ESPECIALIDADES
CSSSA018694,SAN CRISTÓBAL (U.N.E.M.E. ENFERMEDADES CRÓNICAS),19 DE JULIO,29240,-92.65476,16.745798,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,UNIDAD MEDICA
CSSSA018706,SAN CRISTÓBAL (U.N.E.M.E. CAPA NUEVA VIDA),19 DE JULIO,29240,-92.654789,16.745604,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,San Cristóbal de las Casas,SAN CRISTÓBAL DE LAS CASAS,UNIDAD MEDICA
CSSSA008935,CORAZÓN DE MARÍA,NO DISPONIBLE,99999,-92.534444,16.699444,CHIAPAS,EN OPERACIÓN,SSA,SAN CRISTÓBAL DE LAS CASAS,Corazón de María,SAN CRISTÓBAL DE LAS CASAS,CASA DE SALUD
